source_file	line_number	reason	raw_row
input_inproceedings.csv	449114	Missing conference article title	465764;Chenglin Wen|Haiqin Sun|Huiling Xu;ISNN (1);;;;conf/isnn/2007-1;;http://dx.doi.org/10.1007/978-3-540-72383-7_38;H;conf/isnn/SunXW07;2007-07-23;;;;319-328;;infinity;;;;;db/conf/isnn/isnn2007-1.html#SunXW07;2007
input_inproceedings.csv	449268	Missing conference article title	465918;Chih-Hong Wu|Chung-Hong Lee|Tzan-Feng Chien;ISNN (3);;;;conf/isnn/2011-3;;http://dx.doi.org/10.1007/978-3-642-21111-9_62;BursT;conf/isnn/LeeWC11;2011-05-24;;;;548-557;;;;;;;db/conf/isnn/isnn2011-3.html#LeeWC11;2011
input_inproceedings.csv	450575	Missing conference article title	467238;Alain Bourjault|Jean-Pierre Müller|Ouiddad Labbani-Igbida;CRW;;;;conf/crw/1998;;http://dx.doi.org/10.1007/BFb0033375;Cirta;conf/crw/Labbani-IgbidaMB98;2011-06-17;;;;72-84;;;;;;;db/conf/crw/crw1998.html#Labbani-IgbidaMB98;1998
input_inproceedings.csv	451268	Missing conference article title	467950;Daniel Wigdor|Ravin Balakrishnan;UIST;;;;conf/uist/2003;;http://doi.acm.org/10.1145/964696.964705;TiltText;conf/uist/WigdorB03;2006-02-15;;;;81-90;;;;;;;db/conf/uist/uist2003.html#WigdorB03;2003
input_inproceedings.csv	457128	Missing conference article title	473940;Djamel Fezzani|Jocelyn Desbiens;Euro-Par;;;;conf/europar/1999;;http://dx.doi.org/10.1007/3-540-48311-X_111;Java|Épidaure;conf/europar/FezzaniD99;2011-06-20;;;;785-789;;;;;;;db/conf/europar/europar99.html#FezzaniD99;1999
input_inproceedings.csv	458302	Missing conference article title	475125;Bruno Lang|Tatjana Eitrich|Wolfgang Frings;Euro-Par;;;;conf/europar/2006;;http://dx.doi.org/10.1007/11823285_36;HyParSVM;conf/europar/EitrichFL06;2006-12-05;;;;350-359;;;;;;;db/conf/europar/europar2006.html#EitrichFL06;2006
input_inproceedings.csv	460045	Missing conference article title	476886;Alan Morris|Allen D. Malony|Aroon Nataraj|Matthew J. Sottile|Sameer Shende;Euro-Par;;;;conf/europar/2007;;http://dx.doi.org/10.1007/978-3-540-74466-5_11;TAUoverSupermon;conf/europar/NatarajSMMS07;2007-08-30;;;;85-96;;;;;;;db/conf/europar/europar2007.html#NatarajSMMS07;2007
input_inproceedings.csv	460354	Missing conference article title	477203;Ryo Inokuchi|Sadaaki Miyamoto;MDAI;;;;conf/mdai/2007;;http://dx.doi.org/10.1007/978-3-540-73729-2_25;c;conf/mdai/InokuchiM07;2007-08-28;;;;261-268;;;;;;;db/conf/mdai/mdai2007.html#InokuchiM07;2007
input_inproceedings.csv	461081	Missing conference article title	477950;Björn Bartels|Dirk Prenzel|Moritz Kleine|Steffen Helke|Thomas Göthel;NASA Formal Methods;;;;conf/nfm/2011;;http://dx.doi.org/10.1007/978-3-642-20398-5_39;LLVM2CSP;conf/nfm/KleineBGHP11;2011-05-09;;;;500-505;;;;;;;db/conf/nfm/nfm2011.html#KleineBGHP11;2011
input_inproceedings.csv	463809	Missing conference article title	480741;Adam Dunkels|António Gonga|Mikael Johansson;IPSN;;;;conf/ipsn/2010;;http://doi.acm.org/10.1145/1791212.1791281;MobiSense;conf/ipsn/GongaJD10;2010-05-12;;;;414-415;;;;;;;db/conf/ipsn/ipsn2010.html#GongaJD10;2010
input_inproceedings.csv	464813	Missing conference article title	481761;Harold Boley|Jing Mei|Zuoquan Lin;RR;;;;conf/rr/2007;;http://dx.doi.org/10.1007/978-3-540-72982-2_12;ALC|P|u;conf/rr/MeiLB07;2007-06-28;;;;163-177;;;;;;;db/conf/rr/rr2007.html#MeiLB07;2007
input_inproceedings.csv	465382	Missing conference article title	482351;Andrew Martin|Jon G. Hall;ZUM;;;;conf/zum/1997;;http://dx.doi.org/10.1007/BFb0027287;W;conf/zum/HallM97;2011-06-15;;;;115-134;;;;;;;db/conf/zum/zum1997.html#HallM97;1997
input_inproceedings.csv	465879	Missing conference article title	482856;Andrés Lucero|Juha Arrasvuori;Fun and Games;;;;conf/fungames/2010;;http://doi.acm.org/10.1145/1823818.1823821;PLEX Cards;conf/fungames/LuceroA10;2010-09-01;;;;28-37;;;;;;;db/conf/fungames/fungames2010.html#LuceroA10;2010
input_inproceedings.csv	466562	Missing conference article title	483561;Marie-Aude Aufaure|Rim Djedidi;FoIKS;;;;conf/foiks/2009;;http://dx.doi.org/10.1007/978-3-642-11829-6_19;A|L|ONTO-EVO;conf/foiks/DjedidiA09;2010-02-25;;;;286-305;;;;;;;db/conf/foiks/foiks2009.html#DjedidiA09;2010
input_inproceedings.csv	470854	Missing conference article title	487940;Hang Li|Li Zhang|Tao Qin|Tie-Yan Liu|Ying Bao;ECIR;;;;conf/ecir/2007;;http://dx.doi.org/10.1007/978-3-540-71496-5_63;N;conf/ecir/ZhangQLBL07;2007-06-06;;;;653-660;;;;;;;db/conf/ecir/ecir2007.html#ZhangQLBL07;2007
input_inproceedings.csv	477163	Missing conference article title	494463;Inderjeet Mani;Annotating, Extracting and Reasoning about Time and Events;;;;conf/dagstuhl/2005te;;http://dx.doi.org/10.1007/978-3-540-75989-8_9;Chronoscopes;conf/dagstuhl/Mani05a;2007-11-07;;;;127-139;;;;;;;db/conf/dagstuhl/te2005.html#Mani05a;2005
input_inproceedings.csv	480330	Missing conference article title	497795;Akihiko Torii|Atsushi Imiya|Yoshihiko Mochizuki;PSIVT;;;;conf/psivt/2006;;http://dx.doi.org/10.1007/11949534_15;N;conf/psivt/MochizukiTI06;2006-12-13;;;;148-157;;;;;;;db/conf/psivt/psivt2006.html#MochizukiTI06;2006
input_inproceedings.csv	482106	Missing conference article title	499610;Christan Earl Grant|Clint P. George|Joir-dan Gumbs|Joseph N. Wilson|Peter J. Dobbins;iiWAS;;;;conf/iiwas/2010;;http://doi.acm.org/10.1145/1967486.1967629;Morpheus;conf/iiwas/GrantGGWD10;2012-11-16;;;;841-844;;;;;;;db/conf/iiwas/iiwas2010.html#GrantGGWD10;2010
input_inproceedings.csv	482474	Missing conference article title	499982;Ana Carolina Salgado|Damires Souza|Thiago Arruda;iiWAS;;;;conf/iiwas/2010;;http://doi.acm.org/10.1145/1967486.1967595;PSemRef;conf/iiwas/ArrudaSS10;2011-04-27;;;;683-686;;;;;;;db/conf/iiwas/iiwas2010.html#ArrudaSS10;2010
input_inproceedings.csv	483622	Missing conference article title	501140;Felix Mata;GeoS;;;;conf/geos/2009;;http://dx.doi.org/10.1007/978-3-642-10436-7_10;iRank;conf/geos/Mata09;2009-11-24;;;;159-174;;;;;;;db/conf/geos/geos2009.html#Mata09;2009
input_inproceedings.csv	487103	Missing conference article title	504680;Aliaksandr Birukou|Enrico Blanzieri|Paolo Giorgini;AAMAS;;;;conf/atal/2005;;http://doi.acm.org/10.1145/1082473.1082567;Implicit;conf/atal/BirukovBG05;2006-10-18;;;;618-624;;;;;;;db/conf/atal/aamas2005.html#BirukovBG05;2005
input_inproceedings.csv	490678	Missing conference article title	508323;Grzegorz Kondrak;SPIRE;;;;conf/spire/2005;;http://dx.doi.org/10.1007/11575832_13;N;conf/spire/Kondrak05;2005-10-31;;;;115-126;;;;;;;db/conf/spire/spire2005.html#Kondrak05;2005
input_inproceedings.csv	495048	Missing conference article title	512757;Asif Javed|Laxmi Parida;C3S2E;;;;conf/c3s2e/2010;;http://doi.acm.org/10.1145/1822327.1822346;Recombinomics;conf/c3s2e/JavedP10;2010-08-24;;;;129-137;;;;;;;db/conf/c3s2e/c3s2e2010.html#JavedP10;2010
input_inproceedings.csv	498534	Missing conference article title	516317;Guohui Wang|Renhai Chen|Yi Wang 0003|Yong Guan|Zili Shao;LCTES;;;;conf/lctrts/2013;;http://doi.acm.org/10.1145/2465554.2465560;BLog|log;conf/lctrts/GuanWWCS13;2013-07-17;;;;111-120;;;;;;;db/conf/lctrts/lctes2013.html#GuanWWCS13;2013
input_inproceedings.csv	498687	Missing conference article title	516480;Christopher W. Milner|Jack W. Davidson;LCTES-SCOPES;;;;conf/lctrts/2002;;http://doi.acm.org/10.1145/513829.513859;Quick piping: ;conf/lctrts/MilnerD02;2002-12-17;;;;175-184;;;;;;;db/conf/lctrts/lctes2002.html#MilnerD02;2002
input_inproceedings.csv	502254	Missing conference article title	520118;Adrian Perrig|Dan Wendlandt|David G. Andersen;USENIX Annual Technical Conference;;;;conf/usenix/2008;;http://www.usenix.org/events/usenix08/tech/full_papers/wendlandt/wendlandt.pdf;Perspectives: ;conf/usenix/WendlandtAP08;2009-01-07;;;;321-334;;;;;;;db/conf/usenix/usenix2008.html#WendlandtAP08;2008
input_inproceedings.csv	503167	Missing conference article title	521045;Debdeep Mukhopadhyay|Dipanwita Roy Chowdhury|Sandip Karmakar;ACRI;;;;conf/acri/2010;;http://dx.doi.org/10.1007/978-3-642-15979-4_28;d;conf/acri/KarmakarMC10;2010-09-23;;;;261-270;;;;;;;db/conf/acri/acri2010.html#KarmakarMC10;2010
input_inproceedings.csv	503386	Missing conference article title	521275;Hanan Shpungin|Michael Segal;DIALM-POMC;;;;;;http://doi.acm.org/10.1145/1080810.1080826;k;conf/dialm/ShpunginS05;2006-02-22;;;;89-96;;;;;;;db/conf/dialm/dialm2005.html#ShpunginS05;2005
input_inproceedings.csv	505112	Missing conference article title	523038;Anuradha Bhamidipaty|Deepak P;INTERACT (1);;;;conf/interact/2007-1;;http://dx.doi.org/10.1007/978-3-540-74796-3_36; SymAB;conf/interact/BhamidipatyP07;2007-09-10;;;;389-392;;;;;;;db/conf/interact/interact2007-1.html#BhamidipatyP07;2007
input_inproceedings.csv	505121	Missing conference article title	523048;Betsy van Dijk|Gerrit C. van der Veer|Olga A. Kulyk|Tijs de Kler|Wim de Leeuw;HCIV;;;;conf/interact/2009hciv;;http://dx.doi.org/10.1007/978-3-642-19641-6_8;Staying Focused;conf/interact/KulykKLVD09;2012-03-28;;;;108-126;;;;;;;db/conf/interact/hciv2009.html#KulykKLVD09;2009
input_inproceedings.csv	505307	Missing conference article title	523235;Hiroshi Inoue|Kosuke Miyahara|Masanori Sugimoto|Yuji Tsunesada;INTERACT;;;;conf/interact/2005;;http://dx.doi.org/10.1007/11555261_8;Hotaru;conf/interact/SugimotoMIT05;2005-11-02;;;;57-68;;;;;;;db/conf/interact/interact2005.html#SugimotoMIT05;2005
input_inproceedings.csv	505797	Missing conference article title	523731;Achim Ebert|Daniel Steffen|Matthias Deller|Peter Dannenmann;INTERACT (2);;;;conf/interact/2009-2;;http://dx.doi.org/10.1007/978-3-642-03658-3_24;five;conf/interact/SteffenEDD09;2009-08-26;;;;173-186;;;;;;;db/conf/interact/interact2009-2.html#SteffenEDD09;2009
input_inproceedings.csv	507812	Missing conference article title	525814;Jaap Gordijn|Vincent Pijpers;CAiSE;;;;conf/caise/2007;;http://dx.doi.org/10.1007/978-3-540-72988-4_14;e|e|forces|value;conf/caise/PijpersG07;2007-07-06;;;;188-202;;;3|3;;;;db/conf/caise/caise2007.html#PijpersG07;2007
input_inproceedings.csv	509650	Missing conference article title	527693;Hernán Kerlleñevich|Manuel Camilo Eguia|Pablo Ernesto Riera;EvoApplications (2);;;;conf/evoW/2011a2;;http://dx.doi.org/10.1007/978-3-642-20520-0_35;SANTIAGO;conf/evoW/KerllenevichRE11;2011-05-05;;;;344-353;;;;;;;db/conf/evoW/evoappl2011-2.html#KerllenevichRE11;2011
input_inproceedings.csv	509877	Missing conference article title	527934;Angelo Marcelli|Claudio De Stefano|Francesco Fontanella|Luigi P. Cordella;EvoCOP;;;;conf/evoW/2005cop;;http://dx.doi.org/10.1007/978-3-540-31996-2_5;EvoGeneS;conf/evoW/CordellaSFM05;2011-08-08;;;;46-57;;;;;;;db/conf/evoW/evocop2005.html#CordellaSFM05;2005
input_inproceedings.csv	510826	Missing conference article title	528900;Michael G. Raines;ACM Southeast Regional Conference;;;;conf/ACMse/2010;;http://doi.acm.org/10.1145/1900008.1900138;guitarlib|songlib;conf/ACMse/Raines10;2010-12-16;;;;100;;;;;;;db/conf/ACMse/ACMse2010.html#Raines10;2010
input_inproceedings.csv	511694	Missing conference article title	529778;Sam Bryfczynski;ACM Southeast Regional Conference;;;;conf/ACMse/2008;;http://doi.acm.org/10.1145/1593105.1593147;OrganicPad;conf/ACMse/Bryfczynski08;2009-08-19;;;;162-165;;;;;;;db/conf/ACMse/ACMse2008.html#Bryfczynski08;2008
input_inproceedings.csv	511836	Missing conference article title	529921;Sam Bryfczynski;ACM Southeast Regional Conference;;;;conf/ACMse/2008;;http://doi.acm.org/10.1145/1593105.1593247;OrganicPad;conf/ACMse/Bryfczynski08a;2009-08-19;;;;523-524;;;;;;;db/conf/ACMse/ACMse2008.html#Bryfczynski08a;2008
input_inproceedings.csv	511839	Missing conference article title	529924;Tim Hammond|Tucker Watson|William B. S. Pressly Jr.;ACM Southeast Regional Conference;;;;conf/ACMse/2008;;http://doi.acm.org/10.1145/1593105.1593150;CU safe;conf/ACMse/WatsonHP08;2009-08-19;;;;176-179;;;;;;;db/conf/ACMse/ACMse2008.html#WatsonHP08;2008
input_inproceedings.csv	523510	Missing conference article title	541769;Amit P. Sheth|Carole A. Goble|Jun Zhao|Paolo Missier|Satya Sanket Sahoo;IPAW;;;;conf/ipaw/2010;;http://dx.doi.org/10.1007/978-3-642-17819-1_16;Janus;conf/ipaw/MissierSZGS10;2010-12-08;;;;129-141;;;;;;;db/conf/ipaw/ipaw2010.html#MissierSZGS10;2010
input_inproceedings.csv	531416	Missing conference article title	549756;Angelos Bilas|Dimitrios S. Nikolopoulos|George Tzenakis|Konstantinos Kapelonis|Konstantinos Koukos|Michail Alvanos;HiPEAC;;;;conf/hipeac/2010;;http://dx.doi.org/10.1007/978-3-642-11515-8_23;TPC|Tagged Procedure Calls;conf/hipeac/TzenakisKAKNB10;2010-02-24;;;;307-321;;;;;;;db/conf/hipeac/hipeac2010.html#TzenakisKAKNB10;2010
input_inproceedings.csv	531490	Missing conference article title	549834;Diana Marculescu|Phillip Stanley-Marbell;HiPEAC;;;;conf/hipeac/2007;;http://dx.doi.org/10.1007/978-3-540-69338-3_12;Sunflower : ;conf/hipeac/Stanley-MarbellM07;2007-09-07;;;;168-182;;;;;;;db/conf/hipeac/hipeac2007.html#Stanley-MarbellM07;2007
input_inproceedings.csv	532177	Missing conference article title	550552;Olga Skvortsova;ILP;;;;conf/ilp/2006;;http://dx.doi.org/10.1007/978-3-540-73847-3_36;theta;conf/ilp/Skvortsova06;2007-10-02;;;;394-408;;;;;;;db/conf/ilp/ilp2006.html#Skvortsova06;2006
input_inproceedings.csv	537461	Missing conference article title	555903;Eduard Ayguadé|Javier Zalamea|Josep Llosa|Mateo Valero;LCPC;;;;conf/lcpc/2001;;http://dx.doi.org/10.1007/3-540-35767-X_16;MIRS;conf/lcpc/ZalameaLAV01;2011-07-05;;;;239-253;;;;;;;db/conf/lcpc/lcpc2001.html#ZalameaLAV01;2001
input_inproceedings.csv	537480	Missing conference article title	555922;Rishiyur S. Nikhil;LCPC;;;;conf/lcpc/1994;;http://dx.doi.org/10.1007/BFb0025891;Cid;conf/lcpc/Nikhil94;2011-06-14;;;;376-390;;;;;;;db/conf/lcpc/lcpc1994.html#Nikhil94;1994
input_inproceedings.csv	537839	Missing conference article title	556292;Christopher F. Joerg|James M. Rehg|Leonidas I. Kontothanassis|Rishiyur S. Nikhil|Robert H. Halstead Jr.|Umakishore Ramachandran;LCPC;;;;conf/lcpc/1998;;http://dx.doi.org/10.1007/3-540-48319-5_6;Stampede;conf/lcpc/NikhilRRHJK98;2011-06-20;;;;83-99;;;;;;;db/conf/lcpc/lcpc1998.html#NikhilRRHJK98;1998
input_inproceedings.csv	540538	Missing conference article title	559048;Andrew Vande Moere|Sandy Claes;PerDis;;;;conf/perdis/2013;;http://doi.acm.org/10.1145/2491568.2491597;Street infographics;conf/perdis/ClaesM13;2013-11-07;;;;133-138;;;;;;;db/conf/perdis/perdis2013.html#ClaesM13;2013
input_inproceedings.csv	540556	Missing conference article title	559066;Andrew Vande Moere|Jonathan Huyghe|Niels Wouters;PerDis;;;;conf/perdis/2013;;http://doi.acm.org/10.1145/2491568.2491595;OpenWindow;conf/perdis/WoutersHM13;2013-11-07;;;;121-126;;;;;;;db/conf/perdis/perdis2013.html#WoutersHM13;2013
input_inproceedings.csv	543302	Missing conference article title	561850;Klara Nahrstedt|Rini T. Kaushik;SC;;;;conf/sc/2012;;http://dl.acm.org/citation.cfm?id=2389067;T;conf/sc/KaushikN12;2012-11-13;;;;52;;;;;;;db/conf/sc/sc2012.html#KaushikN12;2012
input_inproceedings.csv	544384	Missing conference article title	562966;Xueqing Wang|Yongtian Yang;SelfMan;;;;conf/selfman/2006;;http://dx.doi.org/10.1007/11767886_15;k;conf/selfman/XueqingY06;2007-07-23;;;;179-183;;;;;;;db/conf/selfman/selfman2006.html#XueqingY06;2006
input_inproceedings.csv	544394	Missing conference article title	562977;Balasubramanian Seshasayee|Himanshu Raj|Karsten Schwan|Keith J. O'Hara|Ripal Nathuji|Tucker R. Balch;SelfMan;;;;conf/selfman/2006;;http://dx.doi.org/10.1007/11767886_9;Spirits;conf/selfman/RajSONSB06;2006-06-30;;;;116-129;;;;;;;db/conf/selfman/selfman2006.html#RajSONSB06;2006
input_inproceedings.csv	544528	Missing conference article title	563113;Daniel Ortiz Arroyo|Hans Ulrich Christensen;RSFDGrC;;;;conf/rsfdgrc/2007;;http://dx.doi.org/10.1007/978-3-540-72530-5_23;F;conf/rsfdgrc/ChristensenA07;2007-09-04;;;;199-207;;;;;;;db/conf/rsfdgrc/rsfdgrc2007.html#ChristensenA07;2007
input_inproceedings.csv	546911	Missing conference article title	565558;Avigdor Gal|Dov Dori|Eran Toch|Iris Reinhartz-Berger;NGITS;;;;conf/ngits/2006;;http://dx.doi.org/10.1007/11780991_37;OPOSSUM;conf/ngits/TochRGD06;2006-10-30;;;;357-358;;;;;;;db/conf/ngits/ngits2006.html#TochRGD06;2006
input_inproceedings.csv	546923	Missing conference article title	565570;Avigdor Gal|Haggai Roitman|Louiqa Raschid;NGITS;;;;conf/ngits/2006;;http://dx.doi.org/10.1007/11780991_38;ProMo;conf/ngits/RoitmanGR06;2006-10-30;;;;359-360;;;;;;;db/conf/ngits/ngits2006.html#RoitmanGR06;2006
input_inproceedings.csv	546995	Missing conference article title	565644;Leon Portman|Natasha Drukh|Yariv Matia|Yossi Matias;NGITS;;;;conf/ngits/2006;;http://dx.doi.org/10.1007/11780991_34;tau;conf/ngits/DrukhMMP06;2006-10-30;;;;351-352;;;;;;;db/conf/ngits/ngits2006.html#DrukhMMP06;2006
input_inproceedings.csv	546997	Missing conference article title	565646;Avishai Mandelbaum|Boaz Carmeli|Dagan Schwartz|Fuad Basis|Ohad Greenshpan|Pnina Vortman|Segev Wasserkrug|Yariv N. Marmor;NGITS;;;;conf/ngits/2009;;http://dx.doi.org/10.1007/978-3-642-04941-5_10;InEDvance;conf/ngits/WasserkrugGMCVBSM09;2009-10-01;;;;86-95;;;;;;;db/conf/ngits/ngits2009.html#WasserkrugGMCVBSM09;2009
input_inproceedings.csv	547231	Missing conference article title	565890;David Pritchard;WAOA;;;;conf/waoa/2010;;http://dx.doi.org/10.1007/978-3-642-18318-8_20;k;conf/waoa/Pritchard10;2011-01-31;;;;225-236;;;;;;;db/conf/waoa/waoa2010.html#Pritchard10;2010
input_inproceedings.csv	553305	Missing conference article title	572095;Hridesh Rajan|Kevin J. Sullivan;ESEC / SIGSOFT FSE;;;;conf/sigsoft/2003;;http://doi.acm.org/10.1145/940071.940111;Eos;conf/sigsoft/RajanS03;2008-05-09;;;;291-306;;;;;;;db/conf/sigsoft/fse2003.html#RajanS03;2003
input_inproceedings.csv	554086	Missing conference article title	572889;Aditya Budi|David Lo|Lingxiao Jiang|Lucia;PLDI;;;;conf/pldi/2011;;http://doi.acm.org/10.1145/1993498.1993551;kb;conf/pldi/BudiLJL11;2011-06-07;;;;447-457;;;;;;;db/conf/pldi/pldi2011.html#BudiLJL11;2011
input_inproceedings.csv	558223	Missing conference article title	577071;Deying Li|Jiannong Cao|Ming Liu|Yuan Zheng;COCOA;;;;conf/cocoa/2007;;http://dx.doi.org/10.1007/978-3-540-73556-4_5;K;conf/cocoa/LiCLZ07;2007-09-07;;;;20-31;;;;;;;db/conf/cocoa/cocoa2007.html#LiCLZ07;2007
input_inproceedings.csv	559196	Missing conference article title	578092;Alice Bayliss|David Hogg|John Bryden|Joslin McKinney|Matthew Godden|Mick Wallis|Rich Walker|Sita Popat;DUX;;;;conf/dux/2007;;http://doi.acm.org/10.1145/1389908.1389912;SpiderCrab;conf/dux/WallisPBMBHGW07;2009-04-14;;;;3;;;;;;;db/conf/dux/dux2007.html#WallisPBMBHGW07;2007
input_inproceedings.csv	559208	Missing conference article title	578105;Anton Eliëns|Anton Nijholt|Dhaval Vyas|Dirk Heylen;DUX;;;;conf/dux/2007;;http://doi.acm.org/10.1145/1389908.1389919;Experiencing-in-the-world;conf/dux/VyasHEN07;2009-04-14;;;;8;;;;;;;db/conf/dux/dux2007.html#VyasHEN07;2007
input_inproceedings.csv	559358	Missing conference article title	578263;Anoosheh Zaerin|Christian Stüble;TRUST;;;;conf/trust/2010;;http://dx.doi.org/10.1007/978-3-642-13869-0_9;µ;conf/trust/StubleZ10;2010-07-05;;;;124-140;;;;;;;db/conf/trust/trust2010.html#StubleZ10;2010
input_inproceedings.csv	559829	Missing conference article title	578742;Tuomas Sandholm;Agents;;;;;;http://doi.acm.org/10.1145/336595.337522;eMediator;conf/agents/Sandholm00;2002-12-09;;;;341-348;;;;;;;db/conf/agents/agents2000.html#Sandholm00;2000
input_inproceedings.csv	561506	Missing conference article title	580448;Neal E. Young;SODA;;;;conf/soda/2000;;http://dl.acm.org/citation.cfm?id=338219.338239;K;conf/soda/Young00;2012-12-07;;;;86-95;;;;;;;db/conf/soda/soda2000.html#Young00;2000
input_inproceedings.csv	561741	Missing conference article title	580686;Chengwen Chris Wang|Daniel Dominic Sleator|Jonathan Derryberry;SODA;;;;conf/soda/2006;;http://dl.acm.org/citation.cfm?id=1109557.1109600;O|n;conf/soda/WangDS06;2012-12-07;;;;374-383;;;;;;;db/conf/soda/soda2006.html#WangDS06;2006
input_inproceedings.csv	563375	Missing conference article title	582336;Howard J. Karloff|Mohammad Taghi Hajiaghayi|Moses Charikar|Satish Rao;SODA;;;;conf/soda/2006;;http://dl.acm.org/citation.cfm?id=1109557.1109670;l;conf/soda/CharikarHKR06;2012-12-07;;;;1018-1027;;2;2;;;;db/conf/soda/soda2006.html#CharikarHKR06;2006
input_inproceedings.csv	563975	Missing conference article title	582945;Go Nishimura|Ryoji Kataoka|Tamio Kihara;AMCP;;;;conf/amcp/1998;;http://dx.doi.org/10.1007/3-540-48962-2_19;Videoplex: ;conf/amcp/NishimuraKK98;2011-06-17;;;;289-300;;;;;;;db/conf/amcp/amcp98.html#NishimuraKK98;1998
input_inproceedings.csv	579447	Missing conference article title	598480;Jacob Ström|Tomas Akenine-Möller;Graphics Hardware;;;;conf/egh/2005;;http://doi.acm.org/10.1145/1071866.1071877;i;conf/egh/StromA05;2007-08-22;;;;63-70;;;;;;;db/conf/egh/egh2005.html#StromA05;2005
input_inproceedings.csv	582715	Missing conference article title	601792;Ed Cutrell|Kentaro Toyama|Nithya Sambasivan;CHI;;;;conf/chi/2010;;http://doi.acm.org/10.1145/1753326.1753721;ViralVCD;conf/chi/SambasivanCT10;2010-04-16;;;;2607-2610;;;;;;;db/conf/chi/chi2010.html#SambasivanCT10;2010
input_inproceedings.csv	583335	Missing conference article title	602414;Azam Khan|George W. Fitzmaurice|Gordon Kurtenbach|Justin Matejka|Michael Glueck;CHI;;;;conf/chi/2008;;http://doi.acm.org/10.1145/1357054.1357268;PieCursor;conf/chi/FitzmauriceMKGK08;2009-11-23;;;;1361-1370;;;;;;;db/conf/chi/chi2008.html#FitzmauriceMKGK08;2008
input_inproceedings.csv	583708	Missing conference article title	602788;Guy Schofield|Jayne Wallace|John Shearer|Patrick Olivier|Peter C. Wright|Pierre Boulanger|Robyn Taylor;CHI Extended Abstracts;;;;conf/chi/2011a;;http://doi.acm.org/10.1145/1979742.1979723;humanaquarium;conf/chi/TaylorSSWWBO11a;2012-01-31;;;;1117-1122;;;;;;;db/conf/chi/chi2011a.html#TaylorSSWWBO11a;2011
input_inproceedings.csv	583723	Missing conference article title	602803;Anind K. Dey|Brian Y. Lim|Daniel Avrahami;CHI;;;;conf/chi/2009;;http://doi.acm.org/10.1145/1518701.1519023;Why and why not;conf/chi/LimDA09;2009-04-13;;;;2119-2128;;;;;;;db/conf/chi/chi2009.html#LimDA09;2009
input_inproceedings.csv	584314	Missing conference article title	603398;Hiromichi Hashizume|Kazuhiro Hosoi|Masanori Sugimoto;CHI;;;;conf/chi/2004;;http://doi.acm.org/10.1145/985692.985698;Caretta;conf/chi/SugimotoHH04;2006-02-10;;;;41-48;;;;;;;db/conf/chi/chi2004.html#SugimotoHH04;2004
input_inproceedings.csv	584447	Missing conference article title	603531;Kai Zheng|Mark S. Ackerman|Xiaomu Zhou;CHI;;;;conf/chi/2009;;http://doi.acm.org/10.1145/1518701.1519014;I just don't know why it's gone;conf/chi/ZhouAZ09;2009-04-13;;;;2061-2070;;;;;;;db/conf/chi/chi2009.html#ZhouAZ09;2009
input_inproceedings.csv	585017	Missing conference article title	604104;Bakhtiar Mikhak|Hiroshi Ishii|Phil Frei|Victor Su;CHI;;;;conf/chi/2000;;http://doi.acm.org/10.1145/332040.332416;curlybot;conf/chi/FreiSMI00;2011-12-21;;;;129-136;;;;;;;db/conf/chi/chi2000.html#FreiSMI00;2000
input_inproceedings.csv	586250	Missing conference article title	605344;George Buchanan|Matt Jones|Pierre Louis Xech|Richard Harper 0001;CHI;;;;conf/chi/2007;;http://doi.acm.org/10.1145/1240624.1240648;Questions|answers;conf/chi/JonesBHX07;2013-07-11;;;;155-158;;;;;;;db/conf/chi/chi2007.html#JonesBHX07;2007
input_inproceedings.csv	586676	Missing conference article title	605774;Antti Poikola|Inger Ekman|Meeri Mäkäräinen;CHI Extended Abstracts;;;;conf/chi/2008a;;http://doi.acm.org/10.1145/1358628.1358820;Invisible eni;conf/chi/EkmanPM08;2008-04-08;;;;3135-3140;;;;;;;db/conf/chi/chi2008a.html#EkmanPM08;2008
input_inproceedings.csv	587229	Missing conference article title	606328;I. Scott MacKenzie|Steven J. Castellucci;CHI Extended Abstracts;;;;conf/chi/2008a;;http://doi.acm.org/10.1145/1358628.1358889;Unigest;conf/chi/CastellucciM08a;2008-04-08;;;;3549-3554;;;;;;;db/conf/chi/chi2008a.html#CastellucciM08a;2008
input_inproceedings.csv	587857	Missing conference article title	606959;Darren Gergle|David Hoffman|Elizabeth Gerber|Patti Bao;CHI;;;;conf/chi/2010;;http://doi.acm.org/10.1145/1753326.1753511;Momentum;conf/chi/BaoGGH10;2010-04-16;;;;1233-1236;;;;;;;db/conf/chi/chi2010.html#BaoGGH10;2010
input_inproceedings.csv	588657	Missing conference article title	607764;Georg Michelitsch;CHI Conference Companion;;;;conf/chi/1996c;;http://doi.acm.org/10.1145/257089.257162;CockpitView;conf/chi/Michelitsch96;2011-12-21;;;;83-84;;;;;;;db/conf/chi/chiC96.html#Michelitsch96;1996
input_inproceedings.csv	588686	Missing conference article title	607793;Allan Kuchinsky|Bill Serra|Celine Pering|Dennis F. Freeze|Jacek Gwizdka|Michael L. Creech;CHI;;;;conf/chi/1999;;http://doi.acm.org/10.1145/302979.303143;FotoFile;conf/chi/KuchinskyPCFSG99;2011-12-21;;;;496-503;;;;;;;db/conf/chi/chi99.html#KuchinskyPCFSG99;1999
